1519711931.060887	64:e6:82:ab:e3:de
1519711931.0711904	64:e6:82:ab:e3:de
1519711932.2953093	b8:27:eb:10:00:f3
1519711943.9400823	00:06:c7:1e:bd:3d
1519711956.163998	34:80:b3:f0:30:69
1519711957.0804887	c8:1e:e7:46:35:3a
1519711957.087677	c8:1e:e7:46:35:3a
1519711992.8546052	b8:27:eb:10:00:f3
1519711993.2667542	6c:aa:b3:26:2e:a8
1519711999.049668	98:d6:f7:5e:9a:25
1519712004.3004928	6c:ad:f8:2b:c5:22
1519712009.9521723	18:65:90:78:b9:a3
1519712009.9618468	18:65:90:78:b9:a3
1519712021.5641594	08:9e:08:3e:b1:fb
1519712031.1329637	b8:8a:60:97:50:90
1519712031.13662	b8:8a:60:97:50:90
1519712032.1844122	04:d6:aa:d7:cf:d0
1519712033.5775473	54:60:09:1d:85:34
1519712033.896384	a4:77:33:b0:5a:7c
1519712036.170337	c4:9d:ed:1c:b5:d9
1519712043.9748306	8c:f5:a3:e0:cb:6a
1519712053.71736	00:06:c7:1e:a8:67
1519712069.9075565	84:24:8d:b7:84:b0
1519712088.0979788	84:24:8d:b4:d8:90
1519712103.8622828	6c:ad:f8:6b:d0:d4
1519712111.8443875	48:d6:d5:ea:a4:91
1519712130.3352664	d0:2b:20:76:a4:7f
1519712139.1276805	d0:2b:20:76:a4:7f
1519712147.3630896	6c:72:e7:87:ca:85
1519712147.37511	6c:72:e7:87:ca:85
1519712152.367892	84:24:8d:b4:d8:90
1519712161.6207542	2c:0e:3d:ed:91:23
1519712170.5563757	cc:61:e5:20:53:5c
1519712208.2137184	5e:fa:3e:26:f6:1b
1519712229.2999208	6c:ad:f8:6b:d0:d4
1519712241.597511	c0:ee:fb:d1:3b:64
1519712250.3755932	84:24:8d:b7:b0:30
1519712289.3324142	6c:aa:b3:25:40:08
1519712307.1311138	c0:ee:fb:d1:3b:64
1519712317.5137992	4c:57:ca:15:b6:9e
1519712321.0977545	84:24:8d:b7:ae:60
1519712322.434	4c:57:ca:15:b6:9e
1519712324.0908713	30:07:4d:d3:70:a9
1519712348.6489496	84:24:8d:b7:84:b0
1519712451.866653	68:27:37:ce:c7:a2
1519712490.215144	6c:aa:b3:25:40:08
1519712526.309026	ac:0d:1b:d8:4d:52
1519712538.6648219	84:24:8d:b7:ae:60
1519712576.6127157	98:d6:f7:5e:9a:25
1519712608.614765	74:8d:08:8e:5d:9a
1519712706.360702	84:b1:53:b3:b6:35
1519712720.4456646	00:23:68:fc:70:e2
1519712720.7796416	00:23:68:fc:70:e2
1519712721.6238294	28:fe:cd:04:1d:84
1519712723.5585592	8c:eb:c6:b1:d6:1a
1519712723.796507	60:7e:dd:f5:fd:50
1519712730.6423993	6c:ad:f8:6b:d0:d4
1519712733.8706703	84:24:8d:b4:d8:90
1519712751.3809955	60:7e:dd:f5:fd:50
1519712788.4191835	68:27:37:ce:c8:4b
1519712790.2964015	8c:eb:c6:b1:d6:1a
1519712829.404973	88:b4:a6:cb:86:a7
1519712832.1179867	cc:61:e5:20:53:5c
1519712841.4065838	84:b1:53:b3:b6:35
1519712855.2833529	70:3e:ac:96:a6:85
1519712856.3033195	70:3e:ac:96:a6:85
1519712867.1459978	f0:98:9d:c1:f8:a4
1519712895.929173	f0:98:9d:c1:f8:a4
1519712906.7580209	18:65:90:78:b9:a3
1519712988.3209832	68:27:37:ce:c7:a2
1519713012.1745417	b8:27:eb:10:00:f3
1519713051.719683	e8:91:20:78:80:2d
1519713084.8289425	c0:38:96:03:ab:4d
1519713086.4919581	88:b4:a6:cb:86:a7
1519713159.0228024	84:24:8d:b4:d8:90
1519713160.0407097	84:c7:ea:36:36:63
1519713171.9853525	70:3e:ac:96:a6:85
1519713191.2596889	30:07:4d:d3:70:a9
1519713205.6690059	d0:b1:28:44:5a:07
1519713207.1709633	98:d6:f7:5e:9a:25
1519713281.7552335	84:24:8d:b7:ae:60
1519713312.17855	b8:27:eb:10:00:f3
1519713318.9453013	8c:f5:a3:e0:cb:6a
1519713340.225073	34:80:b3:f0:30:69
1519713365.990897	c0:ee:fb:4a:0e:d3
1519713370.0261574	dc:0b:34:a7:ae:5c
1519713400.271889	c0:38:96:03:ab:4d
1519713430.484027	18:ee:69:00:90:d2
1519713430.9753382	18:ee:69:00:90:d2
1519713433.755525	74:81:14:77:89:d2
1519713434.7626166	58:e2:8f:12:d9:39
1519713434.7829802	58:e2:8f:12:d9:39
1519713459.2068546	00:23:68:fc:70:e2
1519713543.1169872	dc:0b:34:a7:ae:5c
1519713590.5292592	04:d6:aa:d7:cf:d0
1519713599.8927462	ac:0d:1b:d8:4d:52
1519713613.5834832	18:65:90:78:b9:a3
1519713695.6597202	6c:aa:b3:25:40:08
1519713709.0791938	5e:fa:3e:26:f6:1b
1519713714.7816262	6c:72:e7:87:ca:85
1519713728.4289484	ac:af:b9:25:59:d0
1519713728.5726602	ac:af:b9:25:59:d0
1519713734.6230044	10:ae:60:34:7e:19
1519713803.5367336	e8:91:20:78:80:2d
1519713818.6855416	98:d6:f7:5e:9a:25
1519713841.4748511	b8:8a:60:97:50:90
1519713859.3935342	68:27:37:ce:c8:4b
1519713881.5562706	24:18:1d:55:fa:68
1519713886.5372255	90:97:f3:e7:ec:9a
1519713896.0163763	c0:38:96:03:ab:4d
1519713925.6149168	cc:61:e5:c7:48:2a
1519713948.157173	68:14:01:4b:f4:95
1519713973.3656454	18:65:90:33:72:09
1519713973.375653	18:65:90:33:72:09
1519714010.2172883	5e:fa:3e:26:f6:1b
1519714032.5984418	b8:27:eb:10:00:f3
1519714043.585586	cc:61:e5:c7:48:2a
1519714047.584783	20:78:f0:a6:eb:4d
1519714057.4533288	84:24:8d:b7:84:b0
1519714065.4776168	30:07:4d:5a:68:90
1519714065.562073	30:07:4d:5a:68:90
1519714112.5554173	e8:91:20:78:80:2d
1519714156.4766796	84:63:d6:eb:00:43
1519714161.3070867	18:65:90:78:b9:a3
1519714162.844457	30:75:12:db:9d:30
1519714163.1652377	30:75:12:db:9d:30
1519714173.077189	84:63:d6:eb:00:43
1519714198.613143	9c:5c:f9:8d:1e:b9
1519714200.850679	04:d6:aa:6c:5a:5d
1519714211.9028916	6c:72:e7:87:ca:85
1519714232.2605412	04:d6:aa:6c:5a:5d
1519714264.080395	68:27:37:ce:c7:a2
1519714285.2833257	88:d7:f6:99:fe:13
1519714285.713642	88:d7:f6:99:fe:13
1519714287.0768178	58:e2:8f:12:d9:39
1519714303.5770676	6c:aa:b3:26:2e:a8
1519714319.9942749	38:aa:3c:cd:30:c1
1519714361.661932	94:e9:6a:8b:8a:96
1519714368.0381017	20:78:f0:a6:eb:4d
1519714376.3997958	00:23:68:f8:ee:50
1519714443.5589118	b8:8a:60:97:50:90
1519714456.7188482	98:d6:f7:5e:9a:25
1519714471.395951	c0:ee:fb:4a:0e:d3
1519714480.7809448	38:aa:3c:cd:30:c1
1519714511.8213494	84:24:8d:b7:ae:60
1519714563.3840106	a0:39:f7:4a:a8:ae
1519714563.3875813	ac:22:0b:a9:a1:8d
1519714609.813066	5e:fa:3e:26:f6:1b
1519714615.4656556	68:27:37:ce:c8:4b
1519714617.7901628	90:97:f3:e7:ec:9a
1519714619.9264152	6c:aa:b3:25:40:08
1519714633.6765149	48:d6:d5:ea:a4:91
1519714666.4767623	bc:44:34:8d:d8:81
1519714669.3186395	bc:44:34:8d:d8:81
1519714692.5072231	b8:27:eb:10:00:f3
1519714719.671785	d0:53:49:32:26:83
1519714736.3807464	9c:5c:f9:8d:1e:b9
1519714743.3340883	dc:0b:34:a7:ae:5c
1519714762.6378958	24:92:0e:66:3b:64
1519714786.0420916	34:80:b3:f0:30:69
1519714789.8717473	38:b1:db:9b:19:61
1519714816.2449157	18:65:90:78:b9:a3
1519714836.175236	24:92:0e:66:3b:64
1519714858.070758	ec:1f:72:63:ee:3a
1519714859.9520376	ec:1f:72:63:ee:3a
1519714863.2982047	84:24:8d:b4:d8:90
1519714865.192017	84:b1:53:b3:b6:35
1519714868.696017	6c:ad:f8:6b:d0:d4
1519714919.9030628	48:50:73:ad:9e:f0
1519714920.304669	48:50:73:ad:9e:f0
1519714940.455733	ac:22:0b:a9:a1:8d
1519714991.8570125	6c:3b:6b:9d:90:37
1519714991.9013174	6c:3b:6b:9d:90:37
1519714997.5540557	b8:1d:aa:a9:8a:16
1519715018.8823562	84:24:8d:b7:b0:30
1519715020.7516394	c0:38:96:03:ab:4d
1519715028.1230187	68:14:01:4b:f4:95
1519715046.6091979	b8:8a:60:97:50:90
1519715048.0147493	98:d6:f7:5e:9a:25
1519715057.2247398	84:24:8d:b7:ae:60
1519715061.4327717	70:3e:ac:96:a6:85
1519715071.1067019	34:97:f6:1c:2f:3c
1519715089.878141	38:b1:db:9b:19:61
1519715109.8867466	a0:39:f7:4a:a8:ae
1519715129.6119392	b4:f1:da:d9:93:d5
1519715129.6128347	b4:f1:da:d9:93:d5
1519715165.4415572	88:b4:a6:cb:86:a7
1519715224.6832993	90:97:f3:e7:ec:9a
1519715232.0888047	18:ee:69:00:90:d2
1519715238.88364	58:e2:8f:12:d9:39
1519715242.7856905	6c:aa:b3:25:40:08
1519715246.9485242	e8:91:20:76:a9:c0
1519715260.8382335	e8:91:20:76:a9:c0
1519715276.0968678	b8:1d:aa:a9:8a:16
1519715334.4402084	c0:38:96:03:ab:4d
1519715334.616443	84:b1:53:b3:b6:35
