1519322837.2781057,4c:66:41:c7:c6:d5
1519322837.6148553,4c:66:41:c7:c6:d5
1519394011.0524118,4c:66:41:c7:c6:d5
1519322850.5330079,34:80:b3:f0:30:69
1519407278.2236977,34:80:b3:f0:30:69
1519323004.868729,54:60:09:1d:85:34
1519407817.0793328,54:60:09:1d:85:34
1519323005.1090038,6c:aa:b3:25:40:08
1519407849.5361423,6c:aa:b3:25:40:08
1519323009.6194956,f0:03:8c:c0:2d:1b
1519407421.7409778,f0:03:8c:c0:2d:1b
1519323014.0386279,98:d6:f7:5e:9a:25
1519407566.6335042,98:d6:f7:5e:9a:25
1519323014.3549151,a4:77:33:b0:5a:7c
1519407801.970875,a4:77:33:b0:5a:7c
1519323014.6843805,6c:ad:f8:2b:c5:22
1519407748.935813,6c:ad:f8:2b:c5:22
1519323018.29465,c0:ee:fb:4a:0e:d3
1519407797.4226532,c0:ee:fb:4a:0e:d3
1519323018.6476414,e8:50:8b:04:c7:a4
1519323803.7314572,e8:50:8b:04:c7:a4
1519391383.6052296,e8:50:8b:04:c7:a4
1519323033.6638057,00:06:c7:1e:bd:3d
1519407757.4778914,00:06:c7:1e:bd:3d
1519323034.689486,f8:23:b2:65:e2:99
1519323418.7284884,f8:23:b2:65:e2:99
1519402967.8858657,f8:23:b2:65:e2:99
1519323035.718778,00:06:c7:1e:a8:67
1519407825.0034802,00:06:c7:1e:a8:67
1519323037.0100281,54:60:09:f7:e8:f6
1519369279.6700928,54:60:09:f7:e8:f6
1519323040.979368,dc:0b:34:c2:db:b7
1519323041.1218913,dc:0b:34:c2:db:b7
1519406036.3130226,dc:0b:34:c2:db:b7
1519323065.8484728,b8:53:ac:14:bc:b9
1519323161.5743382,b8:53:ac:14:bc:b9
1519371620.9430468,b8:53:ac:14:bc:b9
1519323074.0791628,68:27:37:ce:c8:4b
1519407748.0236886,68:27:37:ce:c8:4b
1519323090.1071136,ac:af:b9:b0:9c:bc
1519323196.449379,ac:af:b9:b0:9c:bc
1519403791.365792,ac:af:b9:b0:9c:bc
1519323093.6024592,cc:61:e5:20:53:5c
1519378058.8455408,cc:61:e5:20:53:5c
1519323095.6702871,88:b4:a6:cb:86:a7
1519404725.2198029,88:b4:a6:cb:86:a7
1519323111.2605362,60:f8:1d:e8:b3:f7
1519323129.9983213,60:f8:1d:e8:b3:f7
1519375591.701934,60:f8:1d:e8:b3:f7
1519323112.9894257,ac:ed:5c:b7:35:3b
1519327519.8194604,ac:ed:5c:b7:35:3b
1519390831.1497452,ac:ed:5c:b7:35:3b
1519323116.8144593,5e:fa:3e:26:f6:1b
1519407735.4874408,5e:fa:3e:26:f6:1b
1519323119.5982592,dc:0b:34:a7:ae:5c
1519394481.643352,dc:0b:34:a7:ae:5c
1519323123.7939277,80:7a:bf:3a:3d:30
1519323124.0893698,80:7a:bf:3a:3d:30
1519405813.8599842,80:7a:bf:3a:3d:30
1519323132.2393181,40:b8:37:b0:56:f2
1519340594.610169,40:b8:37:b0:56:f2
1519401611.4548879,40:b8:37:b0:56:f2
1519323135.5558326,68:27:37:ce:c7:a2
1519407490.5739112,68:27:37:ce:c7:a2
1519323147.5156672,6c:aa:b3:26:2e:a8
1519407851.7554164,6c:aa:b3:26:2e:a8
1519323156.0024889,b8:27:eb:10:00:f3
1519407798.8637724,b8:27:eb:10:00:f3
1519323209.330838,6c:ad:f8:6b:d0:d4
1519407736.4328191,6c:ad:f8:6b:d0:d4
1519323255.7234168,ec:1f:72:e1:0d:33
1519407422.9905977,ec:1f:72:e1:0d:33
1519323296.1660764,88:c9:d0:ea:28:12
1519406621.2461884,88:c9:d0:ea:28:12
1519323347.3320403,00:db:70:c1:84:a5
1519326413.7082264,00:db:70:c1:84:a5
1519395370.7433932,00:db:70:c1:84:a5
1519323381.8348837,4c:66:41:de:a4:18
1519386287.5430863,4c:66:41:de:a4:18
1519323393.8044887,c4:57:6e:86:a2:52
1519405296.5642774,c4:57:6e:86:a2:52
1519323409.7451475,84:24:8d:b7:ae:60
1519403056.4266777,84:24:8d:b7:ae:60
1519323518.3189282,f0:f6:1c:87:30:32
1519402813.7876797,f0:f6:1c:87:30:32
1519323772.666887,c4:61:8b:5e:ed:e3
1519407696.5238504,c4:61:8b:5e:ed:e3
1519323798.2025127,ec:1f:72:0c:9a:78
1519323987.6477609,ec:1f:72:0c:9a:78
1519399053.5951402,ec:1f:72:0c:9a:78
1519323801.146182,88:66:a5:5c:c8:2c
1519382559.2119517,88:66:a5:5c:c8:2c
1519324089.9496436,64:a5:c3:bb:c0:e7
1519324457.3719165,64:a5:c3:bb:c0:e7
1519404720.8563714,64:a5:c3:bb:c0:e7
1519324169.0651524,00:b3:62:9a:a4:a2
1519324556.7592802,00:b3:62:9a:a4:a2
1519393349.315866,00:b3:62:9a:a4:a2
1519324169.8360136,c0:ee:fb:27:45:35
1519327937.5630944,c0:ee:fb:27:45:35
1519373207.2759185,c0:ee:fb:27:45:35
1519324262.252307,0c:51:01:31:36:10
1519399653.5748436,0c:51:01:31:36:10
1519324333.1552765,6c:ad:f8:86:ca:97
1519388120.8793206,6c:ad:f8:86:ca:97
1519324343.6011488,8c:eb:c6:b1:d6:1a
1519405985.7092195,8c:eb:c6:b1:d6:1a
1519324368.8875759,e8:99:c4:b6:1d:6e
1519324690.902667,e8:99:c4:b6:1d:6e
1519402470.115406,e8:99:c4:b6:1d:6e
1519324408.4913917,48:5a:3f:29:1b:01
1519353071.9991455,48:5a:3f:29:1b:01
1519402450.5186715,48:5a:3f:29:1b:01
1519324422.7764072,28:fe:cd:04:1d:84
1519395793.0629416,28:fe:cd:04:1d:84
1519324432.2251732,ec:9b:f3:13:b9:22
1519400685.9159935,ec:9b:f3:13:b9:22
1519324532.6307847,84:24:8d:b7:84:b0
1519406262.9061491,84:24:8d:b7:84:b0
1519324602.2081466,18:ee:69:00:90:d2
1519407410.1069458,18:ee:69:00:90:d2
1519324607.5066028,74:81:14:77:89:d2
1519403814.6042464,74:81:14:77:89:d2
1519324607.8480418,58:e2:8f:12:d9:39
1519405616.0383875,58:e2:8f:12:d9:39
1519324657.1857557,d0:f8:8c:78:3c:ea
1519406234.7303343,d0:f8:8c:78:3c:ea
1519324686.2621012,34:97:f6:1c:2f:3c
