1519403612.2183533,34:97:f6:1c:2f:3c
1519324764.47725,78:7b:8a:42:8b:a8
1519392342.925257,78:7b:8a:42:8b:a8
1519324778.093623,8c:f5:a3:c4:29:82
1519325305.7259839,8c:f5:a3:c4:29:82
1519391349.6398926,8c:f5:a3:c4:29:82
1519324899.2424495,5c:f9:38:99:ce:40
1519324939.691675,5c:f9:38:99:ce:40
1519402673.4364023,5c:f9:38:99:ce:40
1519325112.6587627,58:48:22:80:2c:7c
1519325416.421269,58:48:22:80:2c:7c
1519384090.0364819,58:48:22:80:2c:7c
1519325188.5036564,da:a1:19:68:1c:97
1519385315.0031323,da:a1:19:68:1c:97
1519325278.0622246,a0:99:9b:14:e9:45
1519331297.628939,a0:99:9b:14:e9:45
1519400369.6000125,a0:99:9b:14:e9:45
1519325357.5666966,da:a1:19:54:08:83
1519399077.8435514,da:a1:19:54:08:83
1519325386.5768778,da:a1:19:52:06:81
1519401013.8572369,da:a1:19:52:06:81
1519325874.3891742,10:30:47:e4:1a:65
1519406402.3139853,10:30:47:e4:1a:65
1519325904.380096,70:3e:ac:96:a6:85
1519406140.439768,70:3e:ac:96:a6:85
1519325983.9050853,6c:ab:31:10:5d:b9
1519407442.9261172,6c:ab:31:10:5d:b9
1519326004.5379033,84:b1:53:b3:b6:35
1519402556.9659505,84:b1:53:b3:b6:35
1519326182.1073372,6c:3b:6b:9d:90:37
1519401795.7339988,6c:3b:6b:9d:90:37
1519326200.7708726,08:9e:08:3e:b1:fb
1519407824.983927,08:9e:08:3e:b1:fb
1519326295.9345462,c0:ee:fb:d1:3b:64
1519405291.9759889,c0:ee:fb:d1:3b:64
1519326323.885457,d8:c4:6a:a4:cb:13
1519405838.71003,d8:c4:6a:a4:cb:13
1519326329.1842299,04:d6:aa:14:6a:29
1519326329.2244425,04:d6:aa:14:6a:29
1519389682.332399,04:d6:aa:14:6a:29
1519326345.0211606,48:45:20:bb:a7:e7
1519334601.8235846,48:45:20:bb:a7:e7
1519392611.13115,48:45:20:bb:a7:e7
1519326355.7495458,ec:1f:72:63:62:29
1519326398.9450886,ec:1f:72:63:62:29
1519398472.4006622,ec:1f:72:63:62:29
1519326479.371175,c8:6f:1d:1b:2d:22
1519326496.306241,c8:6f:1d:1b:2d:22
1519400860.097141,c8:6f:1d:1b:2d:22
1519326582.544764,3c:fa:43:48:2d:01
1519407765.5932364,3c:fa:43:48:2d:01
1519326596.2139823,84:c7:ea:f7:10:d0
1519326774.556508,84:c7:ea:f7:10:d0
1519404123.2386944,84:c7:ea:f7:10:d0
1519326655.3431785,64:20:0c:3f:d9:08
1519407232.2686424,64:20:0c:3f:d9:08
1519326674.5743504,24:da:9b:66:64:47
1519327618.8052104,24:da:9b:66:64:47
1519375413.2878754,24:da:9b:66:64:47
1519326678.1255853,c0:ee:fb:4a:cf:87
1519327031.5475287,c0:ee:fb:4a:cf:87
1519404669.2852762,c0:ee:fb:4a:cf:87
1519326795.3429694,84:24:8d:b7:b0:30
1519406439.4775648,84:24:8d:b7:b0:30
1519326829.1707067,ac:22:0b:a9:a1:8d
1519407601.2584546,ac:22:0b:a9:a1:8d
1519326878.0480123,8c:f5:a3:37:c6:99
1519327075.308044,8c:f5:a3:37:c6:99
1519401332.9696398,8c:f5:a3:37:c6:99
1519326882.6841905,00:14:5c:83:1e:86
1519328770.4059248,00:14:5c:83:1e:86
1519407011.3738132,00:14:5c:83:1e:86
1519326893.383867,f0:25:b7:1a:99:d1
1519327010.8619535,f0:25:b7:1a:99:d1
1519403322.2293906,f0:25:b7:1a:99:d1
1519327039.107506,e8:91:20:78:80:2d
1519407486.212252,e8:91:20:78:80:2d
1519327305.7445664,d4:90:9c:7a:77:cf
1519327425.4783716,d4:90:9c:7a:77:cf
1519405235.8325224,d4:90:9c:7a:77:cf
1519327601.0521374,3c:f7:a4:99:6f:bf
1519327803.3154576,3c:f7:a4:99:6f:bf
1519386793.1016457,3c:f7:a4:99:6f:bf
1519327841.4434328,3c:15:c2:e9:2e:de
1519405898.5611482,3c:15:c2:e9:2e:de
1519328011.7033923,00:23:68:f8:ee:50
1519405531.3137884,00:23:68:f8:ee:50
1519328027.9258327,e0:c7:67:de:ce:da
1519328037.3482273,e0:c7:67:de:ce:da
1519388055.4614308,e0:c7:67:de:ce:da
1519328155.5962667,80:b0:3d:0e:f3:b5
1519404662.1134593,80:b0:3d:0e:f3:b5
1519328472.5273428,68:14:01:4b:f4:95
1519375350.70781,68:14:01:4b:f4:95
1519328530.7741983,8c:f5:a3:d1:cb:3b
1519328584.7527702,8c:f5:a3:d1:cb:3b
1519406295.2584343,8c:f5:a3:d1:cb:3b
1519328843.491875,08:60:6e:9e:08:cd
1519383625.7244143,08:60:6e:9e:08:cd
1519328868.0300126,4c:66:41:3f:aa:07
1519407704.3446279,4c:66:41:3f:aa:07
1519328909.2900603,d0:ff:98:9a:2e:5a
1519329070.4206758,d0:ff:98:9a:2e:5a
1519393822.8848314,d0:ff:98:9a:2e:5a
1519328954.7541165,e4:9a:79:11:c8:d8
1519330586.9963243,e4:9a:79:11:c8:d8
1519388407.0833392,e4:9a:79:11:c8:d8
1519328977.2678103,da:a1:19:01:85:98
1519328977.5615208,da:a1:19:01:85:98
1519401252.8102036,da:a1:19:01:85:98
1519329043.8661382,ac:0d:1b:f9:99:cc
1519330617.4232159,ac:0d:1b:f9:99:cc
1519401090.2473142,ac:0d:1b:f9:99:cc
1519329135.5112426,38:b1:db:9b:19:61
1519404283.8058138,38:b1:db:9b:19:61
1519329151.096071,48:d6:d5:ea:a4:91
1519407809.7246394,48:d6:d5:ea:a4:91
1519329311.3142688,48:3c:0c:8a:e0:52
1519329551.3061204,48:3c:0c:8a:e0:52
1519404081.4194934,48:3c:0c:8a:e0:52
1519329433.8042307,50:82:d5:62:d6:db
1519329434.0628288,50:82:d5:62:d6:db
1519404038.4322252,50:82:d5:62:d6:db
1519329722.7302444,da:a1:19:2c:cb:b6
1519395943.079782,da:a1:19:2c:cb:b6
1519329755.8580275,48:27:ea:c0:d7:0b
1519329997.0062578,48:27:ea:c0:d7:0b
1519389698.9403665,48:27:ea:c0:d7:0b
1519330101.6537583,d8:c4:e9:a9:6f:f0
1519330683.6298878,d8:c4:e9:a9:6f:f0
1519401247.7335346,d8:c4:e9:a9:6f:f0
1519330263.9360929,00:23:68:fc:70:e2
1519407673.6689641,00:23:68:fc:70:e2
1519330279.0230665,98:10:e8:58:02:8c
1519331015.360539,98:10:e8:58:02:8c
1519401026.3996685,98:10:e8:58:02:8c
1519330325.2705874,da:a1:19:7b:88:73
1519330325.2720525,da:a1:19:7b:88:73
1519396012.3289843,da:a1:19:7b:88:73
1519330326.6185887,8c:f5:a3:67:0a:58
1519330336.9762473,8c:f5:a3:67:0a:58
1519385477.5384417,8c:f5:a3:67:0a:58
1519330460.792168,c0:ee:fb:27:45:a7
1519404337.925205,c0:ee:fb:27:45:a7
1519330551.1494002,c4:9a:02:92:bc:8b
1519330672.9827526,c4:9a:02:92:bc:8b
1519374357.456583,c4:9a:02:92:bc:8b
1519330581.7730658,54:72:4f:07:73:c0
1519330582.7365727,54:72:4f:07:73:c0
1519387624.0052538,54:72:4f:07:73:c0
1519330646.902234,10:ae:60:34:7e:19
1519404441.8442557,10:ae:60:34:7e:19
1519331243.1628737,48:4b:aa:59:e0:42
1519331349.1975996,48:4b:aa:59:e0:42
1519375558.1938462,48:4b:aa:59:e0:42
1519331273.8707242,da:a1:19:27:69:52
1519331274.145315,da:a1:19:27:69:52
1519397855.0994563,da:a1:19:27:69:52
1519331596.3786376,c8:ff:28:81:c9:ab
1519390683.232621,c8:ff:28:81:c9:ab
1519331631.0581558,58:c9:35:03:1a:d8
1519332039.7794752,58:c9:35:03:1a:d8
1519393240.5777144,58:c9:35:03:1a:d8
1519331664.7313046,48:74:6e:db:9e:8b
1519331670.497607,48:74:6e:db:9e:8b
1519379787.43258,48:74:6e:db:9e:8b
1519331704.5106225,40:d3:ae:3d:25:46
1519347062.064536,40:d3:ae:3d:25:46
1519402866.4369266,40:d3:ae:3d:25:46
1519331907.352118,f0:db:f8:4c:93:15
1519388926.5396945,f0:db:f8:4c:93:15
1519332000.215423,cc:3a:61:64:dd:b5
1519332121.5256555,cc:3a:61:64:dd:b5
1519383730.2691221,cc:3a:61:64:dd:b5
1519332080.9577425,88:83:22:f3:49:21
1519385975.4504266,88:83:22:f3:49:21
1519332229.0697148,ec:9b:f3:04:49:cb
1519332363.4463582,ec:9b:f3:04:49:cb
1519405991.2398813,ec:9b:f3:04:49:cb
1519332612.705877,48:db:50:75:ae:55
1519332625.3095827,48:db:50:75:ae:55
1519407842.9660518,48:db:50:75:ae:55
1519332703.6689909,00:b3:62:0c:8b:60
1519332723.0084505,00:b3:62:0c:8b:60
1519401984.6191638,00:b3:62:0c:8b:60
1519332936.9013324,da:a1:19:50:23:cd
1519332937.236954,da:a1:19:50:23:cd
1519399004.2433422,da:a1:19:50:23:cd
1519333077.8915524,84:24:8d:b4:d8:90
1519389669.0774407,84:24:8d:b4:d8:90
1519333195.2557251,4c:66:41:b0:3c:68
1519333360.527115,4c:66:41:b0:3c:68
1519403348.9327502,4c:66:41:b0:3c:68
1519333583.9359317,58:c5:cb:5d:c3:e1
1519407475.5844471,58:c5:cb:5d:c3:e1
1519333620.4476323,8c:8e:f2:04:fe:eb
1519333630.2287986,8c:8e:f2:04:fe:eb
1519402119.8347423,8c:8e:f2:04:fe:eb
1519334217.280228,d4:63:c6:fc:eb:57
1519334217.288818,d4:63:c6:fc:eb:57
1519407045.064725,d4:63:c6:fc:eb:57
1519334342.0460155,04:d6:aa:ab:a9:f4
1519334342.086071,04:d6:aa:ab:a9:f4
1519380954.3851502,04:d6:aa:ab:a9:f4
1519334985.5342789,40:c6:2a:41:b9:58
1519335085.8864639,40:c6:2a:41:b9:58
1519399837.3827243,40:c6:2a:41:b9:58
1519335430.1585913,24:fd:52:b8:4d:5a
1519341581.501665,24:fd:52:b8:4d:5a
1519397537.9257839,24:fd:52:b8:4d:5a
1519335683.3405654,98:01:a7:90:4d:bb
1519396992.5124705,98:01:a7:90:4d:bb
1519335724.544013,04:f7:e4:c8:66:98
1519389388.351638,04:f7:e4:c8:66:98
1519335837.9200785,c0:ee:fb:4b:ad:22
1519402530.94022,c0:ee:fb:4b:ad:22
1519335912.3321517,3c:77:e6:77:12:47
1519390585.3643913,3c:77:e6:77:12:47
1519336502.6540792,9c:f4:8e:48:63:4c
1519406766.0682862,9c:f4:8e:48:63:4c
1519336600.3030827,e0:aa:96:24:50:48
1519402974.1008909,e0:aa:96:24:50:48
1519337269.7030115,da:a1:19:f2:36:ea
1519397492.5574512,da:a1:19:f2:36:ea
1519338173.9832003,da:a1:19:40:f4:6f
1519399476.8622334,da:a1:19:40:f4:6f
1519338336.5032558,9c:5c:f9:ec:db:35
1519350187.0343215,9c:5c:f9:ec:db:35
1519397218.251376,9c:5c:f9:ec:db:35
1519338856.119743,18:65:90:78:b9:a3
1519392281.3887396,18:65:90:78:b9:a3
1519338902.5406206,d0:33:11:1f:e7:f4
1519397550.695126,d0:33:11:1f:e7:f4
1519340210.736208,74:c2:46:85:48:25
1519392582.43731,74:c2:46:85:48:25
1519340825.6671658,54:72:4f:16:41:61
1519391387.9039435,54:72:4f:16:41:61
1519342046.2110815,c0:ee:fb:4b:4c:81
1519402667.9318767,c0:ee:fb:4b:4c:81
1519343566.5964158,84:c7:ea:36:36:63
1519403989.4587953,84:c7:ea:36:36:63
1519344431.8185675,90:72:40:6d:2d:3e
1519394866.9221263,90:72:40:6d:2d:3e
1519347216.343256,fc:3f:7c:5e:f3:48
1519347227.9351022,fc:3f:7c:5e:f3:48
1519398893.8375754,fc:3f:7c:5e:f3:48
1519348962.718921,40:e2:30:a8:12:1e
1519400859.8925939,40:e2:30:a8:12:1e
1519350427.59099,80:71:7a:ce:6d:14
1519350510.0767925,80:71:7a:ce:6d:14
1519406930.517776,80:71:7a:ce:6d:14
1519356860.6099353,b0:72:bf:97:fa:b0
1519405464.104144,b0:72:bf:97:fa:b0
1519357203.4867115,e8:50:8b:b8:f2:2f
1519357203.4868352,e8:50:8b:b8:f2:2f
1519401665.8632948,e8:50:8b:b8:f2:2f
1519360362.5542405,b4:e1:c4:53:37:f0
1519405436.456908,b4:e1:c4:53:37:f0
